"system:index","RTENAME","RTENO","date","meanHSI"
"3_000000000000000011ed","THREE FORKS",69256,"2000-05-01",0.12309868260356711
"3_000000000000000011ec","TROUT CREEK",69255,"2000-05-01",0.10869192490474974
"3_00000000000000000c3f","TWIN BUTTES",33901,"2000-05-01",0.1085181649545322
"3_00000000000000000251","WALLA WALLA",89083,"2000-05-01",0.2153798466506359
"3_000000000000000011c8","WARNER MTN.",69219,"2000-05-01",0.3167838807441464
"3_00000000000000000230","WHITE CHUCK",89048,"2000-05-01",0.3180470959489379
"3_00000000000000000c30","YELLOW PINE",33212,"2000-05-01",0.1911249206049747
"3_0000000000000000025b","ARID LAND ER",89901,"2000-05-01",0.24859270972251235
"3_000000000000000011b9","BADGER CREEK",69203,"2000-05-01",0.2788106608407258
"3_00000000000000000c1a","BLACKS CREEK",33017,"2000-05-01",0.2339019112625926
"3_00000000000000000237","BLEWETT PASS",89055,"2000-05-01",0.25846987646771885
"3_000000000000000011aa","BLIZZARD GAP",69061,"2000-05-01",0.15297317687256068
"3_000000000000000011d5","BOWDEN HILLS",69232,"2000-05-01",0.10447861906092988
"3_00000000000000000336","BUCKSKIN MTN",92072,"2000-05-01",0.21735277959907
"3_000000000000000011a3","CLOVER CREEK",69053,"2000-05-01",0.1269552705503687
"3_00000000000000000256","COLUMBIA NWR",89145,"2000-05-01",0.24211603851413757
"3_00000000000000000f3c","CRAMER CREEK",53903,"2000-05-01",0.1970322397382602
"3_000000000000000009f9","CRESCENT CTY",14004,"2000-05-01",0.7488307957759078
"3_000000000000000011e3","CROOKED RIV.",69246,"2000-05-01",0.11863885883916042
"3_00000000000000000ac1","CROWDER FLAT",14407,"2000-05-01",0.23754396403028147
"3_00000000000000000197","E. BEAR LAKE",85904,"2000-05-01",0.14037649870355431
"3_00000000000000000263","E. MT. ADAMS",89909,"2000-05-01",0.2956418127890785
"3_00000000000000000f3f","ELEVATION MT",53906,"2000-05-01",0.16236910509299438
"3_00000000000000001189","FANDANGO CAN",69021,"2000-05-01",0.14485151522212436
"3_00000000000000000c34","FEATHERVILLE",33218,"2000-05-01",0.24710968906710545
"3_0000000000000000025a","HANFORD SITE",89900,"2000-05-01",0.13759163790359766
"3_000000000000000011be","HELLS CANYON",69208,"2000-05-01",0.28123026865819395
"3_000000000000000011bc","HOWARD MDWS.",69206,"2000-05-01",0.2453707714174952
"3_00000000000000000235","HURRICANE RG",89053,"2000-05-01",0.36273754060850294
"3_00000000000000000c32","IRON SPRINGS",33214,"2000-05-01",0.18672247896015415
"3_000000000000000011d9","KLICKITAT MT",69236,"2000-05-01",0.5190911358829841
"3_00000000000000000262","L PEND O NWR",89908,"2000-05-01",0.40954609391895863
"3_00000000000000000248","L. WENATCHEE",89074,"2000-05-01",0.3108872585829147
"3_00000000000000000199","LOGAN CANYON",85906,"2000-05-01",0.2476592758861409
"3_000000000000000011df","MALHEUR RES.",69242,"2000-05-01",0.213079866718584
"3_00000000000000000c29","MARBLE CREEK",33202,"2000-05-01",0.31825525034077035
"3_00000000000000000249","MOSES COULEE",89075,"2000-05-01",0.24265899467203175
"3_0000000000000000119e","MOUNT VERNON",69048,"2000-05-01",0.1878708478472578
"3_0000000000000000023c","MT ST HELENS",89060,"2000-05-01",0.3866393490902473
"3_000000000000000011ce","MYRTLE GROVE",69225,"2000-05-01",0.39355391793277744
"3_00000000000000000c44","N FORK CDA R",33906,"2000-05-01",0.27187370786293924
"3_000000000000000011b3","NICOLAI MTN.",69142,"2000-05-01",0.5782865907648372
"3_00000000000000000f33","PAINTED ROCK",53086,"2000-05-01",0.20046069194874272
"3_00000000000000000c27","PASADENA VAL",33124,"2000-05-01",0.16407678877563606
"3_000000000000000011d2","PICTURE FLAT",69229,"2000-05-01",0.17855691741029747
"3_00000000000000000207","PORT ANGELES",89002,"2000-05-01",0.82160740958765055
"3_00000000000000000f71","RANCHOGRANDE",55006,"2000-05-01",0.12008245478461016
"3_00000000000000000c45","ROCHAT DIVDE",33907,"2000-05-01",0.3510486484389389
"3_00000000000000000c2c","SALMON RIVER",33207,"2000-05-01",0.24509585370494497
"3_00000000000000000c26","SAWTOOTH CTY",33119,"2000-05-01",0.21492618341310857
"3_000000000000000011a4","SILVER CREEK",69054,"2000-05-01",0.14359192828825287
"3_00000000000000000241","SUIATTLE RIV",89067,"2000-05-01",0.457903745940663
"3_00000000000000000f2e","THOMPSON RIV",53063,"2000-05-01",0.20432149578735867
"3_00000000000000000f3b","THREEMILE WA",53902,"2000-05-01",0.2242357469267129
"3_00000000000000000c43","TRACTOR FLAT",33905,"2000-05-01",0.1019543313589498
"3_000000000000000011b7","TRASK SUMMIT",69201,"2000-05-01",0.44602817789919463
"3_00000000000000000260","TURNBULL NWR",89906,"2000-05-01",0.6087444511134231
"3_00000000000000000f96","VIRGIN CREEK",55907,"2000-05-01",0.11821201675680328
"3_000000000000000011d3","WARNER VALLY",69230,"2000-05-01",0.14188576441600786
"3_000000000000000011d0","WHISKEY SPG.",69227,"2000-05-01",0.3121607080534801
"3_00000000000000000f24","WILLOW CREEK",53038,"2000-05-01",0.1777369082699954
"3_000000000000000011b4","WIZARD FALLS",69147,"2000-05-01",0.18671685437877236
"3_0000000000000000017d","GOOSE CREEK MTN.",85301,"2000-05-01",0.1279482672661189
"3_0000000000000000037f","CRAIG",NA,"2000-05-01",0.6335035018197186
"3_00000000000000000392","HYDER",NA,"2000-05-01",0.4523783164461784
"3_000000000000000003c9","SITKA",NA,"2000-05-01",0.5146725767734367
"3_0000000000000000038b","HAINES",NA,"2000-05-01",0.4309350909717145
"3_00000000000000000390","HOONAH",NA,"2000-05-01",0.44988844203071177
"3_00000000000000000393","JUNEAU",NA,"2000-05-01",0.434721053486226
"3_000000000000000003ca","SKAGWAY",NA,"2000-05-01",0.3274503210162297
"3_000000000000000003df","YAKUTAT",NA,"2000-05-01",0.4541495898837404
"3_000000000000000003e0","ZAREMBO",NA,"2000-05-01",0.5058577640240076
"3_0000000000000000039d","KETCHIKAN",NA,"2000-05-01",0.5727527883918452
"3_00000000000000000513","11-171 ???",NA,"2000-05-01",0.6329656471800919
"3_00000000000000000394","JUNEAU ALT",NA,"2000-05-01",0.3466538358059058
"3_000000000000000003bc","PETERSBURG",NA,"2000-05-01",0.5212125898162678
"3_000000000000000003d5","THORNE BAY",NA,"2000-05-01",0.6132788031216192
"3_000000000000000003dd","WHALE PASS",NA,"2000-05-01",0.5587204550883756
"3_0000000000000000051c","11-204 WASA",NA,"2000-05-01",0.2880075364611031
"3_000000000000000003a5","KUIU ISLAND",NA,"2000-05-01",0.4799406898201633
"3_000000000000000003af","MITKOF ISLE",NA,"2000-05-01",0.46276330215092176
"3_000000000000000004c0","11-004 TOKAY",NA,"2000-05-01",0.26803805681859544
"3_000000000000000004c2","11-006 SALMO",NA,"2000-05-01",0.5033566042057432
"3_00000000000000000373","CHICHAGOF IS",NA,"2000-05-01",0.4575957870998148
"3_0000000000000000038d","HARLEQUIN L.",NA,"2000-05-01",0.35947849445346836
"3_000000000000000003e1","ZIMOVIA STRT",NA,"2000-05-01",0.45740868736066137
"3_000000000000000004c7","11-011 ALBION",NA,"2000-05-01",0.7504132583179588
"3_000000000000000004d1","11-021 NICOLA",NA,"2000-05-01",0.4871034766205216
"3_000000000000000004d7","11-029 GOLDEN",NA,"2000-05-01",0.4692307447493196
"3_0000000000000000051b","11-202 NITNAT",NA,"2000-05-01",0.53722746944656
"3_0000000000000000051e","11-206 SLOCAN",NA,"2000-05-01",0.39899389185581824
"3_00000000000000000558","11-408 OLIVER",NA,"2000-05-01",0.45777311093897527
"3_00000000000000000565","11-454 BOWRON",NA,"2000-05-01",0.40680052026836033
"3_0000000000000000056e","11-613 COOMBS",NA,"2000-05-01",0.8262938191053059
"3_000000000000000003cf","STIKINE RIVER",NA,"2000-05-01",0.4758296398403089
"3_0000000000000000045a","04-205 COLEMAN",NA,"2000-05-01",0.21014951552970193
"3_000000000000000004c3","11-007 NEEDLES",NA,"2000-05-01",0.4661332395271035
"3_000000000000000004c6","11-010 SEABIRD",NA,"2000-05-01",0.7552325503465441
"3_000000000000000004c9","11-013 ALBERNI",NA,"2000-05-01",0.6480091098702913
"3_000000000000000004cb","11-015 ELKFORD",NA,"2000-05-01",0.22461692993931975
"3_000000000000000004ce","11-018 ZINCTON",NA,"2000-05-01",0.39546563523903894
"3_000000000000000004d2","11-022 CANFORD",NA,"2000-05-01",0.5836157200334203
"3_000000000000000004df","11-042 GOSNELL",NA,"2000-05-01",0.4428641988327041
"3_000000000000000004e6","11-053 MCBRIDE",NA,"2000-05-01",0.4287662606199741
"3_000000000000000004e7","11-054 WINGDAM",NA,"2000-05-01",0.3167772548447726
"3_000000000000000004ea","11-058 DUNSTER",NA,"2000-05-01",0.4215969598236085
"3_000000000000000004f1","11-071 LAKELSE",NA,"2000-05-01",0.6278764522738902
"3_000000000000000004f7","11-081 KISPIOX",NA,"2000-05-01",0.5499370130310139
"3_000000000000000004fd","11-101 Saltair",NA,"2000-05-01",0.8250868807015698
"3_00000000000000000517","11-198 MASSETT",NA,"2000-05-01",0.5314818300399735
"3_0000000000000000051d","11-205 CRESTON",NA,"2000-05-01",0.42958585215225015
"3_00000000000000000521","11-209 ASHNOLA",NA,"2000-05-01",0.2808175172965835
"3_00000000000000000529","11-218 GERRARD",NA,"2000-05-01",0.3735782997348805
"3_0000000000000000053d","11-256 PUNCHAW",NA,"2000-05-01",0.34259657694624873
"3_00000000000000000554","11-371 Kitimat",NA,"2000-05-01",0.5805083373001254
"3_00000000000000000566","11-510 Chaumox",NA,"2000-05-01",0.5393696205930516
"3_0000000000000000056b","11-609 BROMLEY",NA,"2000-05-01",0.3776922413200795
"3_00000000000000000573","11-711 Mud Bay",NA,"2000-05-01",0.7967826671094583
"3_00000000000000000937","93-314 KLUKSHU",NA,"2000-05-01",0.3209394117887658
"3_000000000000000003e6","04-005 SENTINEL",NA,"2000-05-01",0.207156859623128
"3_000000000000000004d3","11-023 SHALALTH",NA,"2000-05-01",0.4215050249331396
"3_000000000000000004e8","11-055 FERNDALE",NA,"2000-05-01",0.3811488656999517
"3_000000000000000004f0","11-070 SMITHERS",NA,"2000-05-01",0.467306748917231
"3_000000000000000004f2","11-072 KWINITSA",NA,"2000-05-01",0.5772323132013419
"3_000000000000000004fc","11-093 MEZIADIN",NA,"2000-05-01",0.4231342943305012
"3_00000000000000000504","11-116 KOOTENAY",NA,"2000-05-01",0.24984754448128196
"3_0000000000000000051a","11-201 VICTORIA",NA,"2000-05-01",0.8609533544144123
"3_0000000000000000052c","11-222 PAVILION",NA,"2000-05-01",0.531212457195129
"3_00000000000000000533","11-233 CHU CHUA",NA,"2000-05-01",0.5048770187687383
"3_00000000000000000538","11-244 HORSEFLY",NA,"2000-05-01",0.44294191547200334
"3_0000000000000000055c","11-412 SQUAMISH",NA,"2000-05-01",0.5914527591733993
"3_00000000000000000570","11-621 KAMLOOPS",NA,"2000-05-01",0.6538862864057768
"3_000000000000000004bd","11-001 CHEMAINUS",NA,"2000-05-01",0.7299833398583162
"3_000000000000000004c1","11-005 KUSKONOOK",NA,"2000-05-01",0.36910166606916006
"3_000000000000000004c5","11-009 PRINCETON",NA,"2000-05-01",0.3323759619719372
"3_000000000000000004d5","11-027 EVE RIVER",NA,"2000-05-01",0.5575598403804597
"3_000000000000000004ef","11-069 MT MORICE",NA,"2000-05-01",0.35485507626528734
"3_00000000000000000503","11-114 ASH RIVER",NA,"2000-05-01",0.5260568641184071
"3_00000000000000000505","11-117 GNAT PASS",NA,"2000-05-01",0.2825325024612389
"3_0000000000000000052a","11-220 LAVINGTON",NA,"2000-05-01",0.6836171578256194
"3_0000000000000000052d","11-223 PEMBERTON",NA,"2000-05-01",0.5744888066424486
"3_00000000000000000543","11-282 CRANBERRY",NA,"2000-05-01",0.4189733429692718
"3_0000000000000000054a","11-311 COQUITLAM",NA,"2000-05-01",0.7882183590107723
"3_0000000000000000054b","11-313 DUCK LAKE",NA,"2000-05-01",0.7143780121946253
"3_00000000000000000552","11-335 Dog Creek",NA,"2000-05-01",0.5832179629148048
"3_00000000000000000559","11-409 BROOKMERE",NA,"2000-05-01",0.34433460605873384
"3_00000000000000000561","11-422 HAT CREEK",NA,"2000-05-01",0.44298071806020695
"3_00000000000000000569","11-514 COURTENAY",NA,"2000-05-01",0.7125911029443323
"3_0000000000000000056a","11-608 PARK RILL",NA,"2000-05-01",0.5673235731873671
"3_000000000000000004c4","11-008 BEAVERDELL",NA,"2000-05-01",0.3165632123382893
"3_000000000000000004ca","11-014 ELSIE LAKE",NA,"2000-05-01",0.5377215539581915
"3_000000000000000004cf","11-019 MABEL LAKE",NA,"2000-05-01",0.6911099076263312
"3_000000000000000004d0","11-020 SALMON ARM",NA,"2000-05-01",0.6500269246544123
"3_000000000000000004d4","11-026 CAMPBELL R",NA,"2000-05-01",0.6451654222820465
"3_000000000000000004d6","11-028 PORT HARDY",NA,"2000-05-01",0.5484274530935686
"3_000000000000000004dc","11-034 MEADOWLAKE",NA,"2000-05-01",0.4461640519439255
"3_000000000000000004e9","11-057 KENNEY DAM",NA,"2000-05-01",0.33202622505350576
"3_000000000000000004f8","11-082 NASS RIVER",NA,"2000-05-01",0.45036071959210466
"3_000000000000000004fe","11-102 Fairy Lake",NA,"2000-05-01",0.5125034666671188
"3_00000000000000000506","11-118 BEAVERFOOT",NA,"2000-05-01",0.2818811255146589
"3_0000000000000000050e","11-137 PENNINGTON",NA,"2000-05-01",0.22695955039297888
"3_00000000000000000510","11-150 GOLD RIVER",NA,"2000-05-01",0.6188611058835685
"3_00000000000000000519","11-200 MORESBY IS",NA,"2000-05-01",0.4903748628400976
"3_00000000000000000520","11-208 SUMMERLAND",NA,"2000-05-01",0.4070624360028592
"3_00000000000000000522","11-210 CHILLIWACK",NA,"2000-05-01",0.7767981703425504
"3_00000000000000000524","11-212 POINT GREY",NA,"2000-05-01",0.7704935717724776
"3_00000000000000000532","11-232 ADAMS LAKE",NA,"2000-05-01",0.549713799713869
"3_00000000000000000537","11-237 TATLA LAKE",NA,"2000-05-01",0.4299025520581484
"3_0000000000000000053a","11-248 NIMPO LAKE",NA,"2000-05-01",0.3205988886719573
"3_0000000000000000054c","11-316 WINDERMERE",NA,"2000-05-01",0.3132674045921047
"3_0000000000000000055e","11-414 COMOX LAKE",NA,"2000-05-01",0.674163650818749
"3_00000000000000000563","11-426 QUADRA IS.",NA,"2000-05-01",0.6407718063667787
"3_0000000000000000056c","11-611 Barrowtown",NA,"2000-05-01",0.782089581628305
"3_00000000000000000575","11-900 SYRINGA CR",NA,"2000-05-01",0.4865899824650484
"3_000000000000000004bf","11-003 BORDER ROAD",NA,"2000-05-01",0.21774023206870816
"3_000000000000000004cc","11-016 COLUMBIA LK",NA,"2000-05-01",0.3296509598744899
"3_000000000000000004db","11-033 Bridge Lake",NA,"2000-05-01",0.3166089452886495
"3_000000000000000004dd","11-036 CARDIFF MTN",NA,"2000-05-01",0.40049906516609696
"3_000000000000000004de","11-037 TATLAYOKO L",NA,"2000-05-01",0.4159686454337653
"3_000000000000000004e2","11-045 WILLIAMS LK",NA,"2000-05-01",0.5988587481755373
"3_000000000000000004e5","11-049 BELLA COOLA",NA,"2000-05-01",0.4592169347575735
"3_000000000000000004ec","11-065 MCLEOD LAKE",NA,"2000-05-01",0.3761252810776653
"3_000000000000000004ed","11-067 FRASER LAKE",NA,"2000-05-01",0.4196273866058447
"3_0000000000000000050b","11-133 Eaganbridge",NA,"2000-05-01",0.32171528467500643
"3_00000000000000000512","11-167 Ormond Lake",NA,"2000-05-01",0.36350172699831906
"3_00000000000000000515","11-181 Glen Vowell",NA,"2000-05-01",0.5968377368513197
"3_0000000000000000051f","11-207 GRAND FORKS",NA,"2000-05-01",0.371831438209768
"3_00000000000000000525","11-213 SALTERY BAY",NA,"2000-05-01",0.7592140397229471
"3_00000000000000000527","11-216 CANAL FLATS",NA,"2000-05-01",0.25256388158023674
"3_0000000000000000052e","11-226 STELLA LAKE",NA,"2000-05-01",0.5599783417878885
"3_0000000000000000052f","11-228 VICTORIA LK",NA,"2000-05-01",0.5349255121040429
"3_00000000000000000535","11-235 RISKE CREEK",NA,"2000-05-01",0.4902018689237738
"3_00000000000000000539","11-245 MELDRUM CR.",NA,"2000-05-01",0.5201159045066721
"3_0000000000000000053e","11-265 SUMMIT LAKE",NA,"2000-05-01",0.4901868192909771
"3_0000000000000000053f","11-267 Pinchi Lake",NA,"2000-05-01",0.3208932834107895
"3_00000000000000000541","11-271 KITSUMKALUM",NA,"2000-05-01",0.48923647014997623
"3_0000000000000000054d","11-317 DUNCAN LAKE",NA,"2000-05-01",0.3545353565555673
"3_0000000000000000054e","11-323 PEM MEADOWS",NA,"2000-05-01",0.6561020348660628
"3_0000000000000000055b","11-411 Maple Ridge",NA,"2000-05-01",0.7415108434093257
"3_0000000000000000055d","11-413 NANAIMO RIV",NA,"2000-05-01",0.7118986662602879
"3_0000000000000000055f","11-419 CREIGHTON V",NA,"2000-05-01",0.3435503507383869
"3_00000000000000000560","11-420 CANOE POINT",NA,"2000-05-01",0.7008040788942389
"3_00000000000000000562","11-423 DUFFEY LAKE",NA,"2000-05-01",0.31698412811079074
"3_00000000000000000564","11-430 SUCCOUR CR.",NA,"2000-05-01",0.3862674731607219
"3_00000000000000000567","11-511 Skookumchuk",NA,"2000-05-01",0.549764574724247
"3_00000000000000000572","11-709 OSPREY LAKE",NA,"2000-05-01",0.3639540868924994
"3_0000000000000000042a","04-105 WATERTON PRK",NA,"2000-05-01",0.22179091113446753
"3_000000000000000004be","11-002 PORT RENFREW",NA,"2000-05-01",0.5517149063254467
"3_000000000000000004c8","11-012 SUNSHINE CST",NA,"2000-05-01",0.7653572348746334
"3_000000000000000004d8","11-030 ESPLANADE RG",NA,"2000-05-01",0.3910498512251104
"3_000000000000000004d9","11-031 GOLDSTREAM R",NA,"2000-05-01",0.48254545130213494
"3_000000000000000004da","11-032 SCOTCH CREEK",NA,"2000-05-01",0.3268714752994351
"3_000000000000000004e0","11-043 HENDRIX LAKE",NA,"2000-05-01",0.3057460404241326
"3_000000000000000004e1","11-044 KEITHLEY CR.",NA,"2000-05-01",0.3300242313777196
"3_000000000000000004e3","11-046 ALEXIS CREEK",NA,"2000-05-01",0.47172429604000193
"3_000000000000000004e4","11-048 HECKMAN PASS",NA,"2000-05-01",0.2674923411656915
"3_000000000000000004ee","11-068 PINKUT CREEK",NA,"2000-05-01",0.29500534508219045
"3_000000000000000004f4","11-075 WILLISTON LK",NA,"2000-05-01",0.26429392135620505
"3_00000000000000000509","11-131 Big Bend Hwy",NA,"2000-05-01",0.42953890881711704
"3_0000000000000000050f","11-139 CHILKAT PASS",NA,"2000-05-01",0.27342407660971757
"3_00000000000000000511","11-153 FRASER RIVER",NA,"2000-05-01",0.4523365406131921
"3_00000000000000000523","11-211 PITT MEADOWS",NA,"2000-05-01",0.780369227451901
"3_00000000000000000526","11-214 WICKANINNISH",NA,"2000-05-01",0.6993914588721937
"3_0000000000000000052b","11-221 PLEASANT VAL",NA,"2000-05-01",0.5255563932039188
"3_00000000000000000531","11-230 ILLECILEWAET",NA,"2000-05-01",0.3398703902659169
"3_00000000000000000534","11-234 LAC LA HACHE",NA,"2000-05-01",0.3934166041523996
"3_0000000000000000053b","11-254 SUGARBOWL MT",NA,"2000-05-01",0.3734566478763607
"3_00000000000000000540","11-270 TELKWA HI RD",NA,"2000-05-01",0.5026351216350831
"3_00000000000000000547","11-304 Premier Lake",NA,"2000-05-01",0.30469367449677404
"3_00000000000000000555","11-401 SALT SPR. IS",NA,"2000-05-01",0.7081136718360029
"3_00000000000000000556","11-402 COWICHAN LK.",NA,"2000-05-01",0.6126282077928225
"3_00000000000000000557","11-407 CHRISTIAN VL",NA,"2000-05-01",0.29946219673603386
"3_00000000000000000574","11-721 LOWER NICOLA",NA,"2000-05-01",0.5211143727904352
"3_000000000000000004cd","11-017 SPILLIMACHEEN",NA,"2000-05-01",0.3778718552704982
"3_000000000000000004f6","11-079 Kwanika Creek",NA,"2000-05-01",0.25257271860160496
"3_000000000000000004f9","11-083 Gitwinksihlkw",NA,"2000-05-01",0.5423702996924467
"3_000000000000000004ff","11-106 Kinaskan Lake",NA,"2000-05-01",0.2808926137411477
"3_00000000000000000508","11-126 CAMPBELL LAKE",NA,"2000-05-01",0.6766965978859668
"3_00000000000000000518","11-199 Rennell Sound",NA,"2000-05-01",0.39695529359908854
"3_00000000000000000528","11-217 TOBY CREEK RD",NA,"2000-05-01",0.29592806898457874
"3_00000000000000000536","11-236 FLETCHER LAKE",NA,"2000-05-01",0.3926790328783571
"3_0000000000000000053c","11-255 PRINCE GEORGE",NA,"2000-05-01",0.5796764026950791
"3_00000000000000000545","11-299 Port Clements",NA,"2000-05-01",0.4680814047285106
"3_00000000000000000548","11-309 UPPER ASHNOLA",NA,"2000-05-01",0.25778461176091927
"3_00000000000000000550","11-328 Nahwitti Lake",NA,"2000-05-01",0.5103472429052053
"3_00000000000000000553","11-339 HAINES SUMMIT",NA,"2000-05-01",0.2655305092304233
"3_00000000000000000568","11-513 Texada Island",NA,"2000-05-01",0.606399694933338
"3_00000000000000000546","11-300 Skidegate Lake",NA,"2000-05-01",0.4746390677686364
"3_0000000000000000056d","11-612 SQUAMISH RIVER",NA,"2000-05-01",0.57855590997618
"3_0000000000000000056f","11-614 Mt. Washington",NA,"2000-05-01",0.6548940063462909
"3_00000000000000000571","11-622 BOTANIE VALLEY",NA,"2000-05-01",0.44422598882632686
"3_00000000000000000530","11-229 BLAEBERRY RIVER",NA,"2000-05-01",0.3918511494262618
"3_0000000000000000055a","11-410 CHILLIWACK LAKE",NA,"2000-05-01",0.3179457579065524
"3_000000000000000004f5","11-078 GERMANSEN LANDING",NA,"2000-05-01",0.27158036493987675
"3_00000000000000000549","11-310 Silver Skagit Road",NA,"2000-05-01",0.26932686906116443
"4_000000000000000011a9","BLY",69060,"2001-05-01",0.19857375596923785
"4_00000000000000000c3c","ALMO",33226,"2001-05-01",0.1624077429773801
"4_00000000000000000228","EWAN",89039,"2001-05-01",0.3912415408145161
"4_00000000000000000f37","GLEN",53137,"2001-05-01",0.24845628191454217
"4_00000000000000000c2a","JOEL",33204,"2001-05-01",0.5581677621044936
"4_00000000000000000f35","LIMA",53097,"2001-05-01",0.1918085408529165
"4_0000000000000000014d","LYNN",85024,"2001-05-01",0.16583985127732778
"4_00000000000000000250","MESA",89082,"2001-05-01",0.38344060842024386
"4_000000000000000011b6","ROME",69164,"2001-05-01",0.16530016007694176
"4_000000000000000011cf","RUCH",69226,"2001-05-01",0.2685422466890743
"4_00000000000000001195","SCIO",69034,"2001-05-01",0.5229289653898113
"4_00000000000000000f23","SULA",53036,"2001-05-01",0.2285833226240823
"4_000000000000000011bd","TROY",69207,"2001-05-01",0.2825358078611506
"4_00000000000000001194","ADAIR",69033,"2001-05-01",0.5263266561196488
"4_0000000000000000117d","ALBEE",69006,"2001-05-01",0.2518369023442962
"4_00000000000000000f0e","ARLEE",53015,"2001-05-01",0.1883069099213636
"4_00000000000000000c0e","AVERY",33003,"2001-05-01",0.2347635536935921
"4_00000000000000000c14","BAKER",33010,"2001-05-01",0.2968877022724635
"4_00000000000000000c38","BATES",33222,"2001-05-01",0.21924127278091335
"4_0000000000000000021a","CAMAS",89024,"2001-05-01",0.588460499580801
"4_000000000000000011b8","CANBY",69202,"2001-05-01",0.580871283898885
"4_00000000000000000c36","CAREY",33220,"2001-05-01",0.11566311597887458
"4_000000000000000011bb","CECIL",69205,"2001-05-01",0.19660715624715275
"4_000000000000000011cc","CRANE",69223,"2001-05-01",0.24316506630028156
"4_0000000000000000118f","DERBY",69027,"2001-05-01",0.38791960871942066
"4_0000000000000000117e","FLORA",69007,"2001-05-01",0.30886465451389433
"4_000000000000000011c7","GREEN",69218,"2001-05-01",0.4639029353820958
"4_00000000000000000247","INDEX",89073,"2001-05-01",0.3181999597839071
"4_00000000000000000314","MOOSE",92036,"2001-05-01",0.1696380692957924
"4_00000000000000000f36","NOXON",53101,"2001-05-01",0.2198789890062472
"4_00000000000000000c1e","RIRIE",33022,"2001-05-01",0.19251271674310652
"4_000000000000000011da","SALEM",69237,"2001-05-01",0.538101271238245
"4_000000000000000011e7","SELMA",69250,"2001-05-01",0.3010257568363418
"4_0000000000000000020a","TWISP",89005,"2001-05-01",0.38826701900856736
"4_000000000000000011c4","UNITY",69214,"2001-05-01",0.21466540870405632
"4_000000000000000011a5","ADRIAN",69056,"2001-05-01",0.22564255193009491
"4_00000000000000000322","ALPINE",92051,"2001-05-01",0.18103464481065296
"4_00000000000000000219","ASOTIN",89023,"2001-05-01",0.468678923684718
"4_00000000000000000c2e","COBALT",33209,"2001-05-01",0.19610924400703172
"4_00000000000000000c23","COOLIN",33029,"2001-05-01",0.27429825326927204
"4_00000000000000000214","COUGAR",89018,"2001-05-01",0.395241961330381
"4_00000000000000000233","CURLEW",89051,"2001-05-01",0.30030857000731404
"4_00000000000000000222","CUSICK",89032,"2001-05-01",0.2460794578354756
"4_00000000000000001198","DAYTON",69040,"2001-05-01",0.5344333199518222
"4_00000000000000000a87","DORRIS",14166,"2001-05-01",0.29588135258473275
"4_00000000000000000c18","DUBOIS",33015,"2001-05-01",0.1271937943265768
"4_000000000000000011a0","ELKTON",69050,"2001-05-01",0.4782508050273548
"4_00000000000000000c13","GOLDEN",33008,"2001-05-01",0.20476017640695815
"4_00000000000000000229","ILWACO",89040,"2001-05-01",0.4308771299970448
"4_0000000000000000117f","IMNAHA",69008,"2001-05-01",0.4466813139790176
"4_00000000000000001196","JOSEPH",69035,"2001-05-01",0.2900352253599494
"4_0000000000000000020c","KELLER",89007,"2001-05-01",0.364463263270662
"4_000000000000000011e0","LORANE",69243,"2001-05-01",0.4124084437737212
"4_000000000000000011c1","MADRAS",69211,"2001-05-01",0.17565350505961566
"4_0000000000000000023a","MALDEN",89058,"2001-05-01",0.43945412523345423
"4_00000000000000000242","MAZAMA",89068,"2001-05-01",0.24471290901819456
"4_00000000000000000217","MERCER",89021,"2001-05-01",0.1818486330632624
"4_00000000000000000c0c","NAPLES",33001,"2001-05-01",0.36989824251580894
"4_000000000000000011c2","OCHOCO",69212,"2001-05-01",0.1805687522685109
"4_0000000000000000024a","ODESSA",89076,"2001-05-01",0.24757149935109007
"4_00000000000000000206","OZETTE",89001,"2001-05-01",0.4098151980504189
"4_0000000000000000024c","PE ELL",89078,"2001-05-01",0.4281023994305755
"4_00000000000000000c35","PICABO",33219,"2001-05-01",0.1927109751489012
"4_00000000000000000c2b","PIERCE",33205,"2001-05-01",0.27583696426012044
"4_00000000000000000f0d","POLSON",53014,"2001-05-01",0.2754547029341853
"4_00000000000000000226","QUINCY",89037,"2001-05-01",0.4593489603135468
"4_00000000000000000224","RONALD",89035,"2001-05-01",0.27930726813443074
"4_00000000000000001180","SALADO",69009,"2001-05-01",0.4348217848203426
"4_00000000000000001197","SPARTA",69038,"2001-05-01",0.33848120275355187
"4_00000000000000001179","TIMBER",69001,"2001-05-01",0.31062661594649227
"4_00000000000000001186","UMPQUA",69018,"2001-05-01",0.5425185379680081
"4_0000000000000000025e","VERLOT",89904,"2001-05-01",0.28393685819193193
"4_00000000000000000f3a","VICTOR",53901,"2001-05-01",0.33407575221025937
"4_00000000000000000216","WAPATO",89020,"2001-05-01",0.3002388865265832
"4_00000000000000000227","WILBUR",89038,"2001-05-01",0.3981359346428781
"4_00000000000000000323","WILSON",92052,"2001-05-01",0.21240503609757055
"4_0000000000000000024f","YAKIMA",89081,"2001-05-01",0.4240633287250537
"4_00000000000000000c21","ACEQUIA",33026,"2001-05-01",0.12719475067464198
"4_00000000000000000f0f","AUGUSTA",53016,"2001-05-01",0.2175799871649332
